Customer_Industry,Region_Customer,Product_Category,Sales_Channel,Lead_Source,Year,Quarter,OrderEntry_EUR_Actual,OrderEntry_EUR_Forecast,LostOrderEntry_EUR_Actual
Retail,West,MPLS,SME,Trade Show,2020,Q2,16538774.43368309,18856744.641609117,10500000.0
Retail,West,MPLS,SME,Mail,2020,Q2,16927791.697944462,19082019.19265347,10500000.0
Retail,West,SD-WAN,LargeEnterprise,Website,2020,Q2,7530608.885421712,7112605.144591986,23230000.0
Retail,West,SD-WAN,LargeEnterprise,Trade Show,2020,Q2,7649998.943928096,7020497.4488071045,23230000.0
Retail,West,SD-WAN,LargeEnterprise,Mail,2020,Q2,7620350.009095648,6902026.93320329,23230000.0
Retail,West,SD-WAN,MidMarket,Website,2020,Q2,6240246.569323954,5285778.0046793595,23000000.0
Retail,West,SD-WAN,MidMarket,Trade Show,2020,Q2,6156422.700185129,5153113.53231624,23000000.0
Retail,West,SD-WAN,MidMarket,Mail,2020,Q2,6237827.176883243,5271550.5847077,23000000.0
Retail,West,SD-WAN,SME,Website,2020,Q2,6294440.550347888,5200579.218555048,11500000.0
Retail,West,SD-WAN,SME,Trade Show,2020,Q2,6041694.832312233,5272380.332340695,11500000.0
Retail,West,SD-WAN,SME,Mail,2020,Q2,6152126.476972469,5326029.173976136,11500000.0
Retail,West,MS365,LargeEnterprise,Website,2020,Q2,9366334.011583237,11702513.643843386,6935333.333333334
Retail,West,MS365,LargeEnterprise,Trade Show,2020,Q2,9110187.76674381,11432956.029224988,6935333.333333334
Retail,West,MS365,LargeEnterprise,Mail,2020,Q2,9215821.110829126,11416473.111984696,6935333.333333334
Retail,West,MS365,MidMarket,Website,2020,Q2,7687292.909747225,8268210.974705274,6866666.666666667
Retail,West,MS365,MidMarket,Trade Show,2020,Q2,7498497.290760716,8612375.256475972,6866666.666666667
Retail,West,MS365,MidMarket,Mail,2020,Q2,7581712.588477894,8366942.9154862175,6866666.666666667
Retail,West,MS365,SME,Website,2020,Q2,7568733.942155204,8197291.446629408,3433333.3333333335
Retail,West,MS365,SME,Trade Show,2020,Q2,7424401.096148658,8353993.253578477,3433333.3333333335
Retail,West,MS365,SME,Mail,2020,Q2,7423462.511389279,8197015.1435234845,3433333.3333333335
Retail,West,Google Workspaces,LargeEnterprise,Website,2020,Q2,6665345.549588563,7068267.419271089,3703333.3333333335
Retail,West,Google Workspaces,LargeEnterprise,Trade Show,2020,Q2,6441917.401156726,7093684.934870047,3703333.3333333335
Retail,West,Google Workspaces,LargeEnterprise,Mail,2020,Q2,6539910.783344878,6996971.513906091,3703333.3333333335
Retail,West,Google Workspaces,MidMarket,Website,2020,Q2,5376815.233677138,5060170.642917747,3666666.666666667
Retail,West,Google Workspaces,MidMarket,Trade Show,2020,Q2,5590778.392396944,5337550.649861715,3666666.666666667
Retail,West,Google Workspaces,MidMarket,Mail,2020,Q2,5363673.609729962,5283417.293054753,3666666.666666667
Retail,West,Google Workspaces,SME,Website,2020,Q2,5420454.615685887,5304265.015762704,1833333.3333333335
Retail,West,Google Workspaces,SME,Trade Show,2020,Q2,5568130.992486518,5154094.179642163,1833333.3333333335
Retail,West,Google Workspaces,SME,Mail,2020,Q2,5557866.4578117095,5279433.392200688,1833333.3333333335
Retail,West,Hyperscaler,LargeEnterprise,Website,2020,Q2,8736999.713293359,10086918.693961982,10100000.0
Retail,West,Hyperscaler,LargeEnterprise,Trade Show,2020,Q2,9073261.66116258,9911193.725853544,10100000.0
Retail,West,Hyperscaler,LargeEnterprise,Mail,2020,Q2,8885395.128026847,9863808.577733887,10100000.0
Retail,West,Hyperscaler,MidMarket,Website,2020,Q2,7415759.352362794,7353075.620106875,10000000.0
Retail,West,Hyperscaler,MidMarket,Trade Show,2020,Q2,7256916.647463046,7258767.434665451,10000000.0
Retail,West,Hyperscaler,MidMarket,Mail,2020,Q2,7232883.388002613,7649963.249684748,10000000.0
Retail,West,Hyperscaler,SME,Website,2020,Q2,7527098.415019576,7218606.396060454,5000000.0
Retail,West,Hyperscaler,SME,Trade Show,2020,Q2,7421891.593745484,7396749.765913244,5000000.0
Retail,West,Hyperscaler,SME,Mail,2020,Q2,7394798.644338599,7401726.505926429,5000000.0
Retail,West,OTC,LargeEnterprise,Website,2020,Q2,5420024.272744211,7180363.1575403325,7272000.000000001
Retail,West,OTC,LargeEnterprise,Trade Show,2020,Q2,5431806.441065852,7300845.95745224,7272000.000000001
Retail,West,OTC,LargeEnterprise,Mail,2020,Q2,5233301.108788121,7113314.734681359,7272000.000000001
Retail,West,OTC,MidMarket,Website,2020,Q2,4484158.398262553,5437827.487423366,7200000.000000001
Retail,West,OTC,MidMarket,Trade Show,2020,Q2,4354661.058237124,5290090.191319357,7200000.000000001
Retail,West,OTC,MidMarket,Mail,2020,Q2,4522649.98596012,5374810.949085707,7200000.000000001
Retail,West,OTC,SME,Website,2020,Q2,4496901.671114049,5415485.783610552,3600000.0000000005
Retail,West,OTC,SME,Trade Show,2020,Q2,4578618.807169459,5472230.142592927,3600000.0000000005
Retail,West,OTC,SME,Mail,2020,Q2,4336554.851060396,5454803.080704617,3600000.0000000005
Retail,South,MPLS,LargeEnterprise,Website,2020,Q2,19644333.32847603,25746033.540343475,21210000.0
Retail,South,MPLS,LargeEnterprise,Trade Show,2020,Q2,19922650.949218724,25401666.43473585,21210000.0
Retail,South,MPLS,LargeEnterprise,Mail,2020,Q2,19897331.03446168,25581450.205689065,21210000.0
Retail,South,MPLS,MidMarket,Website,2020,Q2,16565937.558803974,19115621.241096355,21000000.0
Retail,South,MPLS,MidMarket,Trade Show,2020,Q2,17245123.468852773,19240905.937702976,21000000.0
Retail,South,MPLS,MidMarket,Mail,2020,Q2,16568582.49508496,18349994.51210262,21000000.0
Retail,South,MPLS,SME,Website,2020,Q2,16591662.607857713,18673623.5006345,10500000.0
Retail,South,MPLS,SME,Trade Show,2020,Q2,17093832.089942988,19124120.651413303,10500000.0
Retail,South,MPLS,SME,Mail,2020,Q2,16774821.985692546,18727503.839450687,10500000.0
Retail,South,SD-WAN,LargeEnterprise,Website,2020,Q2,7549264.94813613,6994579.637867257,23230000.0
Retail,South,SD-WAN,LargeEnterprise,Trade Show,2020,Q2,7225958.918613014,7028802.74975228,23230000.0
Retail,South,SD-WAN,LargeEnterprise,Mail,2020,Q2,7417851.107524553,7111671.276418506,23230000.0
Retail,South,SD-WAN,MidMarket,Website,2020,Q2,6009606.1510694185,5355463.006606169,23000000.0
Retail,South,SD-WAN,MidMarket,Trade Show,2020,Q2,6020604.900808715,5194220.541319607,23000000.0
Retail,South,SD-WAN,MidMarket,Mail,2020,Q2,6340188.185454195,5103707.517206698,23000000.0
Retail,South,SD-WAN,SME,Website,2020,Q2,6049614.184310789,5089184.637925044,11500000.0
Retail,South,SD-WAN,SME,Trade Show,2020,Q2,6198529.333411738,5050848.572159621,11500000.0
Retail,South,SD-WAN,SME,Mail,2020,Q2,6152577.459485018,5215162.703289264,11500000.0
Retail,South,MS365,LargeEnterprise,Website,2020,Q2,9089689.28164582,11439567.318345916,6935333.333333334
Retail,South,MS365,LargeEnterprise,Trade Show,2020,Q2,9400057.179939974,11202547.89014823,6935333.333333334
Retail,South,MS365,LargeEnterprise,Mail,2020,Q2,8906824.555019392,11544867.624369599,6935333.333333334
Retail,South,MS365,MidMarket,Website,2020,Q2,7722880.68473781,8512383.959975379,6866666.666666667
Retail,South,MS365,MidMarket,Trade Show,2020,Q2,7863136.153460561,8264831.451811171,6866666.666666667
Retail,South,MS365,MidMarket,Mail,2020,Q2,7674371.832564909,8308486.977309212,6866666.666666667
Retail,South,MS365,SME,Website,2020,Q2,7850696.883263862,8640453.893842464,3433333.3333333335
Retail,South,MS365,SME,Trade Show,2020,Q2,7436601.2423195625,8323979.116721119,3433333.3333333335
Retail,South,MS365,SME,Mail,2020,Q2,7608189.310424782,8522498.826588858,3433333.3333333335
Retail,South,Google Workspaces,LargeEnterprise,Website,2020,Q2,6436752.710073182,7046717.04849595,3703333.3333333335
Retail,South,Google Workspaces,LargeEnterprise,Trade Show,2020,Q2,6624999.153153694,7194097.6134982,3703333.3333333335
Retail,South,Google Workspaces,LargeEnterprise,Mail,2020,Q2,6725179.5843152795,7183574.051049433,3703333.3333333335
Retail,South,Google Workspaces,MidMarket,Website,2020,Q2,5362751.469812667,5249821.579416914,3666666.666666667
Retail,South,Google Workspaces,MidMarket,Trade Show,2020,Q2,5495286.394671309,5309322.730873939,3666666.666666667
Retail,South,Google Workspaces,MidMarket,Mail,2020,Q2,5343275.940998821,5336187.364145335,3666666.666666667
Retail,South,Google Workspaces,SME,Website,2020,Q2,5465674.573848718,5221896.69340183,1833333.3333333335
Retail,South,Google Workspaces,SME,Trade Show,2020,Q2,5431878.697813222,5112925.732832916,1833333.3333333335
Retail,South,Google Workspaces,SME,Mail,2020,Q2,5601219.376366192,5164198.804147062,1833333.3333333335
Retail,South,Hyperscaler,LargeEnterprise,Website,2020,Q2,8967390.774528652,10255623.927636838,10100000.0
Retail,South,Hyperscaler,LargeEnterprise,Trade Show,2020,Q2,8826120.775336152,10189224.099824768,10100000.0
Retail,South,Hyperscaler,LargeEnterprise,Mail,2020,Q2,8697727.84107788,9896800.709033951,10100000.0
Retail,South,Hyperscaler,MidMarket,Website,2020,Q2,7264991.683660028,7219538.37145105,10000000.0
Retail,South,Hyperscaler,MidMarket,Trade Show,2020,Q2,7298656.544662836,7506656.044264869,10000000.0
Retail,South,Hyperscaler,MidMarket,Mail,2020,Q2,7310314.347579165,7310365.416421337,10000000.0
Retail,South,Hyperscaler,SME,Website,2020,Q2,7582854.998288797,7423350.125774855,5000000.0
Retail,South,Hyperscaler,SME,Trade Show,2020,Q2,7451325.757274408,7535646.408106974,5000000.0
Retail,South,Hyperscaler,SME,Mail,2020,Q2,7434131.169219649,7451982.051808303,5000000.0
Retail,South,OTC,LargeEnterprise,Website,2020,Q2,5218856.965630484,7083641.514724606,7272000.000000001
Retail,South,OTC,LargeEnterprise,Trade Show,2020,Q2,5462772.113251669,7129159.816291669,7272000.000000001
Retail,South,OTC,LargeEnterprise,Mail,2020,Q2,5417833.752581945,7144179.218721499,7272000.000000001
Retail,South,OTC,MidMarket,Website,2020,Q2,4336203.16229013,5265683.498362739,7200000.000000001
Retail,South,OTC,MidMarket,Trade Show,2020,Q2,4510776.631014558,5366322.605981883,7200000.000000001
Retail,South,OTC,MidMarket,Mail,2020,Q2,4465972.87186934,5346217.761790061,7200000.000000001
Retail,South,OTC,SME,Website,2020,Q2,4340036.501785146,5247782.090954304,3600000.0000000005
Retail,South,OTC,SME,Trade Show,2020,Q2,4442728.584944865,5203406.646972439,3600000.0000000005
Retail,South,OTC,SME,Mail,2020,Q2,4449926.677500363,5237399.474592307,3600000.0000000005
Retail,East,MPLS,LargeEnterprise,Website,2020,Q2,19778737.11753145,26334926.634954724,21210000.0
Retail,East,MPLS,LargeEnterprise,Trade Show,2020,Q2,20742909.877247635,25527179.542866264,21210000.0
Retail,East,MPLS,LargeEnterprise,Mail,2020,Q2,20624573.55323926,26151659.795195058,21210000.0
Retail,East,MPLS,MidMarket,Website,2020,Q2,17000726.81191645,19207753.590122506,21000000.0
Retail,East,MPLS,MidMarket,Trade Show,2020,Q2,16787756.886942822,18819463.618462753,21000000.0
Retail,East,MPLS,MidMarket,Mail,2020,Q2,16735700.860940361,19044180.227521468,21000000.0
Retail,East,MPLS,SME,Website,2020,Q2,16982132.865858912,18452434.664789196,10500000.0
Retail,East,MPLS,SME,Trade Show,2020,Q2,16873403.91186299,19023119.96605284,10500000.0
Retail,East,MPLS,SME,Mail,2020,Q2,16375653.753679518,18544123.60456375,10500000.0
Retail,East,SD-WAN,LargeEnterprise,Website,2020,Q2,7429182.453866117,7210849.956271973,23230000.0
Retail,East,SD-WAN,LargeEnterprise,Trade Show,2020,Q2,7562760.444032326,6887056.092810096,23230000.0
Retail,East,SD-WAN,LargeEnterprise,Mail,2020,Q2,7404974.524367818,7185354.733538695,23230000.0
Retail,East,SD-WAN,MidMarket,Website,2020,Q2,6016553.553748679,5069169.926824806,23000000.0
Retail,East,SD-WAN,MidMarket,Trade Show,2020,Q2,6294677.868016703,5317725.355717924,23000000.0
Retail,East,SD-WAN,MidMarket,Mail,2020,Q2,6073141.532484001,5134157.667444651,23000000.0
Retail,East,SD-WAN,SME,Website,2020,Q2,6094827.6412138445,5245570.249020847,11500000.0
Retail,East,SD-WAN,SME,Trade Show,2020,Q2,6059257.531362481,5192473.849943042,11500000.0
Retail,East,SD-WAN,SME,Mail,2020,Q2,6121943.955820079,5153914.345665213,11500000.0
Retail,East,MS365,LargeEnterprise,Website,2020,Q2,9319679.239338659,11510022.37169794,6935333.333333334
Retail,East,MS365,LargeEnterprise,Trade Show,2020,Q2,9186336.239206651,11721018.68235431,6935333.333333334
Retail,East,MS365,LargeEnterprise,Mail,2020,Q2,9009659.514329452,11088022.911559336,6935333.333333334
Retail,East,MS365,MidMarket,Website,2020,Q2,7823080.483635706,8603671.543988723,6866666.666666667
Retail,East,MS365,MidMarket,Trade Show,2020,Q2,7823900.551667735,8444577.701793967,6866666.666666667
Retail,East,MS365,MidMarket,Mail,2020,Q2,7819685.731008913,8546387.015160475,6866666.666666667
Retail,East,MS365,SME,Website,2020,Q2,7523926.364415096,8328914.917959544,3433333.3333333335
Retail,East,MS365,SME,Trade Show,2020,Q2,7623378.430388167,8374093.974231976,3433333.3333333335
Retail,East,MS365,SME,Mail,2020,Q2,7873245.632677509,8577991.2133638,3433333.3333333335
Retail,East,Google Workspaces,LargeEnterprise,Website,2020,Q2,6641474.110024945,7030328.078969194,3703333.3333333335
Retail,East,Google Workspaces,LargeEnterprise,Trade Show,2020,Q2,6343565.881793376,7082168.639979262,3703333.3333333335
Retail,East,Google Workspaces,LargeEnterprise,Mail,2020,Q2,6358779.228320547,6859568.0200998215,3703333.3333333335
Retail,East,Google Workspaces,MidMarket,Website,2020,Q2,5431878.327891551,5087832.955557372,3666666.666666667
Retail,East,Google Workspaces,MidMarket,Trade Show,2020,Q2,5580293.094613658,5241527.562512183,3666666.666666667
Retail,East,Google Workspaces,MidMarket,Mail,2020,Q2,5456799.30925764,5265481.201073472,3666666.666666667
Retail,East,Google Workspaces,SME,Website,2020,Q2,5443170.908927829,5222729.488037989,1833333.3333333335
Retail,East,Google Workspaces,SME,Trade Show,2020,Q2,5312404.384195545,5082969.088041085,1833333.3333333335
Retail,East,Google Workspaces,SME,Mail,2020,Q2,5496154.808904608,5179080.737102038,1833333.3333333335
Retail,East,Hyperscaler,LargeEnterprise,Website,2020,Q2,9083875.063791363,10006391.176984414,10100000.0
Retail,East,Hyperscaler,LargeEnterprise,Trade Show,2020,Q2,8842981.072094625,10093278.18997497,10100000.0
Retail,East,Hyperscaler,LargeEnterprise,Mail,2020,Q2,9058518.703494674,10324867.782838577,10100000.0
Retail,East,Hyperscaler,MidMarket,Website,2020,Q2,7634604.6391979195,7548879.023870357,10000000.0
Retail,East,Hyperscaler,MidMarket,Trade Show,2020,Q2,7288861.855673535,7234423.228381372,10000000.0
Retail,East,Hyperscaler,MidMarket,Mail,2020,Q2,7434103.31737801,7600895.530388539,10000000.0
Retail,East,Hyperscaler,SME,Website,2020,Q2,7326754.201949439,7410668.170197595,5000000.0
Retail,East,Hyperscaler,SME,Trade Show,2020,Q2,7556602.33345088,7534335.344850685,5000000.0
Retail,East,Hyperscaler,SME,Mail,2020,Q2,7458766.184792985,7259897.830609648,5000000.0
Retail,East,OTC,LargeEnterprise,Website,2020,Q2,5388960.750319162,7345069.31032563,7272000.000000001
Retail,East,OTC,LargeEnterprise,Trade Show,2020,Q2,5442409.429592706,7151744.043363427,7272000.000000001
Retail,East,OTC,LargeEnterprise,Mail,2020,Q2,5310877.377474062,7241667.840101343,7272000.000000001
Retail,East,OTC,MidMarket,Website,2020,Q2,4567295.0616546,5186818.205605668,7200000.000000001
Retail,East,OTC,MidMarket,Trade Show,2020,Q2,4463106.972098022,5230913.065156369,7200000.000000001
Retail,East,OTC,MidMarket,Mail,2020,Q2,4360824.2801872,5211432.420569773,7200000.000000001
Retail,East,OTC,SME,Website,2020,Q2,4507521.689524632,5259753.883152315,3600000.0000000005
Retail,East,OTC,SME,Trade Show,2020,Q2,4534072.370264512,5214029.91977956,3600000.0000000005
Retail,East,OTC,SME,Mail,2020,Q2,4404130.909336315,5407720.637110986,3600000.0000000005
Retail,International,MPLS,LargeEnterprise,Website,2020,Q2,20633479.28467214,24838953.699029025,21210000.0
Retail,International,MPLS,LargeEnterprise,Trade Show,2020,Q2,20694010.537271634,25760802.320890687,21210000.0
Retail,International,MPLS,LargeEnterprise,Mail,2020,Q2,19916120.403475944,25013814.95512109,21210000.0
Retail,International,MPLS,MidMarket,Website,2020,Q2,17324723.821191225,19318758.90179463,21000000.0
Retail,International,MPLS,MidMarket,Trade Show,2020,Q2,16456461.016195832,19304864.515778687,21000000.0
Retail,International,MPLS,MidMarket,Mail,2020,Q2,16519616.541588245,18490144.272242635,21000000.0
Retail,International,MPLS,SME,Website,2020,Q2,16501288.429383015,18937944.682773996,10500000.0
Retail,International,MPLS,SME,Trade Show,2020,Q2,17232488.199250106,18262745.32484059,10500000.0
Retail,International,MPLS,SME,Mail,2020,Q2,16985552.187405176,19303361.32846912,10500000.0
Retail,International,SD-WAN,LargeEnterprise,Website,2020,Q2,7265381.396724523,7077118.240457622,23230000.0
Retail,International,SD-WAN,LargeEnterprise,Trade Show,2020,Q2,7396376.993648415,6869531.966048052,23230000.0
Retail,International,SD-WAN,LargeEnterprise,Mail,2020,Q2,7475902.952394226,6999024.266974734,23230000.0
Retail,International,SD-WAN,MidMarket,Website,2020,Q2,6028487.022189729,5061824.656291151,23000000.0
Retail,International,SD-WAN,MidMarket,Trade Show,2020,Q2,6331090.199534279,5162390.273386635,23000000.0
Retail,International,SD-WAN,MidMarket,Mail,2020,Q2,6301239.839048482,5250512.065758625,23000000.0
Retail,International,SD-WAN,SME,Website,2020,Q2,6188222.065492151,5186870.474243384,11500000.0
Retail,International,SD-WAN,SME,Trade Show,2020,Q2,6363174.205529411,5159456.209886994,11500000.0
Retail,International,SD-WAN,SME,Mail,2020,Q2,6155101.970900444,5075284.814038699,11500000.0
Retail,International,MS365,LargeEnterprise,Website,2020,Q2,9447400.781042581,11230280.946904302,6935333.333333334
Retail,International,MS365,LargeEnterprise,Trade Show,2020,Q2,9269777.074367922,11129144.642989015,6935333.333333334
Retail,International,MS365,LargeEnterprise,Mail,2020,Q2,9251099.20380568,11623215.161093123,6935333.333333334
Retail,International,MS365,MidMarket,Website,2020,Q2,7489826.794909292,8201219.647055534,6866666.666666667
Retail,International,MS365,MidMarket,Trade Show,2020,Q2,7824998.751133945,8437537.330459014,6866666.666666667
Retail,International,MS365,MidMarket,Mail,2020,Q2,7612260.385054718,8307788.835313027,6866666.666666667
Retail,International,MS365,SME,Website,2020,Q2,7488084.6354159815,8247821.608683133,3433333.3333333335
Retail,International,MS365,SME,Trade Show,2020,Q2,7418039.521363852,8460183.898496551,3433333.3333333335
Retail,International,MS365,SME,Mail,2020,Q2,7674178.726960055,8366472.031061356,3433333.3333333335
Retail,International,Google Workspaces,LargeEnterprise,Website,2020,Q2,6543638.752864187,7023966.541366553,3703333.3333333335
Retail,International,Google Workspaces,LargeEnterprise,Trade Show,2020,Q2,6620412.674802769,7107347.5768847875,3703333.3333333335
Retail,International,Google Workspaces,LargeEnterprise,Mail,2020,Q2,6688767.610885002,7063393.642565568,3703333.3333333335
Retail,International,Google Workspaces,MidMarket,Website,2020,Q2,5303716.214661521,5133928.500950679,3666666.666666667
Retail,International,Google Workspaces,MidMarket,Trade Show,2020,Q2,5521057.780230443,5215240.348702515,3666666.666666667
Retail,International,Google Workspaces,MidMarket,Mail,2020,Q2,5339714.400967724,5250375.972129604,3666666.666666667
Retail,International,Google Workspaces,SME,Website,2020,Q2,5563280.411817282,5045867.428404408,1833333.3333333335
Retail,International,Google Workspaces,SME,Trade Show,2020,Q2,5550243.86917009,5185592.090551977,1833333.3333333335
Retail,International,Google Workspaces,SME,Mail,2020,Q2,5457496.558536682,5055726.936990255,1833333.3333333335
Retail,International,Hyperscaler,LargeEnterprise,Website,2020,Q2,9022866.422369154,9902120.914543781,10100000.0
Retail,International,Hyperscaler,LargeEnterprise,Trade Show,2020,Q2,8806946.551730415,10133361.658708276,10100000.0
Retail,International,Hyperscaler,LargeEnterprise,Mail,2020,Q2,8892474.972077956,10322308.692303961,10100000.0
Retail,International,Hyperscaler,MidMarket,Website,2020,Q2,7569683.970009409,7597485.181191166,10000000.0
Retail,International,Hyperscaler,MidMarket,Trade Show,2020,Q2,7404986.032115226,7228039.552608008,10000000.0
Retail,International,Hyperscaler,MidMarket,Mail,2020,Q2,7358869.311590413,7386733.261717307,10000000.0
Retail,International,Hyperscaler,SME,Website,2020,Q2,7420869.557275262,7461226.446525568,5000000.0
Retail,International,Hyperscaler,SME,Trade Show,2020,Q2,7572689.285232715,7263093.271618131,5000000.0
Retail,International,Hyperscaler,SME,Mail,2020,Q2,7348602.057530061,7544138.942510499,5000000.0
Retail,International,OTC,LargeEnterprise,Website,2020,Q2,5238161.743737741,7377787.222520564,7272000.000000001
Retail,International,OTC,LargeEnterprise,Trade Show,2020,Q2,5414299.468013045,7448596.666122561,7272000.000000001
Retail,International,OTC,LargeEnterprise,Mail,2020,Q2,5451593.110326594,7050344.669128094,7272000.000000001
Retail,International,OTC,MidMarket,Website,2020,Q2,4345193.840393367,5252207.752002961,7200000.000000001
Retail,International,OTC,MidMarket,Trade Show,2020,Q2,4383163.670548546,5451988.580369639,7200000.000000001
Retail,International,OTC,MidMarket,Mail,2020,Q2,4356465.761607823,5400740.615832606,7200000.000000001
Retail,International,OTC,SME,Website,2020,Q2,4412633.622938457,5473980.135724294,3600000.0000000005
Retail,International,OTC,SME,Trade Show,2020,Q2,4440560.711947506,5200011.470148484,3600000.0000000005
Retail,International,OTC,SME,Mail,2020,Q2,4521954.942089894,5376650.488141049,3600000.0000000005
Automotive,North,MPLS,LargeEnterprise,Website,2020,Q3,15134237.086204017,25637543.48065244,25070000.000000007
Automotive,North,MPLS,LargeEnterprise,Trade Show,2020,Q3,15106493.308516271,24803862.51592218,25070000.000000007
Automotive,North,MPLS,LargeEnterprise,Mail,2020,Q3,14859936.914732859,25550756.579044327,25070000.000000007
Automotive,North,MPLS,MidMarket,Website,2020,Q3,15308949.584011588,18014583.273115225,23000000.000000004
Automotive,North,MPLS,MidMarket,Trade Show,2020,Q3,14969109.03551658,17556378.89136183,23000000.000000004
Automotive,North,MPLS,MidMarket,Mail,2020,Q3,15435331.452542333,17646256.94731863,23000000.000000004
Automotive,North,MPLS,SME,Website,2020,Q3,15118624.555747934,18048356.984227233,11500000.000000002
Automotive,North,MPLS,SME,Trade Show,2020,Q3,14652347.396582954,17859865.11759857,11500000.000000002
Automotive,North,MPLS,SME,Mail,2020,Q3,15157216.857965834,18286829.45225977,11500000.000000002
Automotive,North,SD-WAN,LargeEnterprise,Website,2020,Q3,6675704.885487461,7768598.754812746,26181799.999999996
Automotive,North,SD-WAN,LargeEnterprise,Trade Show,2020,Q3,6824940.811202494,7732232.2221826,26181799.999999996
Automotive,North,SD-WAN,LargeEnterprise,Mail,2020,Q3,6570162.828772392,8077160.183230446,26181799.999999996
Automotive,North,SD-WAN,MidMarket,Website,2020,Q3,6613641.854395594,5636740.867706201,24019999.999999996
Automotive,North,SD-WAN,MidMarket,Trade Show,2020,Q3,6894930.969012965,5339782.414727241,24019999.999999996
Automotive,North,SD-WAN,MidMarket,Mail,2020,Q3,6635248.325778473,5589475.185956495,24019999.999999996
Automotive,North,SD-WAN,SME,Website,2020,Q3,6887206.839003431,5367164.8259171,12009999.999999998
Automotive,North,SD-WAN,SME,Trade Show,2020,Q3,6656771.512822099,5339274.923590995,12009999.999999998
Automotive,North,SD-WAN,SME,Mail,2020,Q3,6806991.80376261,5422157.442626299,12009999.999999998
Automotive,North,MS365,LargeEnterprise,Website,2020,Q3,7837225.192067375,12053749.09883513,7506466.666666667
Automotive,North,MS365,LargeEnterprise,Trade Show,2020,Q3,7751161.056495667,12465434.325799603,7506466.666666667
Automotive,North,MS365,LargeEnterprise,Mail,2020,Q3,7652839.846290531,12384102.63554676,7506466.666666667
Automotive,North,MS365,MidMarket,Website,2020,Q3,7608898.090397061,8822606.00170808,6886666.666666666
Automotive,North,MS365,MidMarket,Trade Show,2020,Q3,7523801.688204857,8680889.477646917,6886666.666666666
Automotive,North,MS365,MidMarket,Mail,2020,Q3,7652192.915757545,8527020.739167973,6886666.666666666
Automotive,North,MS365,SME,Website,2020,Q3,7817789.052414353,8674286.148099555,3443333.333333333
Automotive,North,MS365,SME,Trade Show,2020,Q3,7953001.544352378,8831971.501308592,3443333.333333333
Automotive,North,MS365,SME,Mail,2020,Q3,7921183.002091936,8680170.120489685,3443333.333333333
Automotive,North,Google Workspaces,LargeEnterprise,Website,2020,Q3,5613304.752937224,7643928.52276222,4051166.6666666674
Automotive,North,Google Workspaces,LargeEnterprise,Trade Show,2020,Q3,5620873.712203667,7725311.835005419,4051166.6666666674
Automotive,North,Google Workspaces,LargeEnterprise,Mail,2020,Q3,5579123.264661889,7345435.522485717,4051166.6666666674
Automotive,North,Google Workspaces,MidMarket,Website,2020,Q3,5442269.29865812,5339523.944876618,3716666.666666667
Automotive,North,Google Workspaces,MidMarket,Trade Show,2020,Q3,5661029.804247831,5386668.740419201,3716666.666666667
Automotive,North,Google Workspaces,MidMarket,Mail,2020,Q3,5581066.826400859,5420108.374592008,3716666.666666667
Automotive,North,Google Workspaces,SME,Website,2020,Q3,5543770.244160334,5180090.017975647,1858333.3333333335
Automotive,North,Google Workspaces,SME,Trade Show,2020,Q3,5391782.423526059,5274675.475916713,1858333.3333333335
Automotive,North,Google Workspaces,SME,Mail,2020,Q3,5505427.585918544,5331701.186025996,1858333.3333333335
Automotive,North,Hyperscaler,LargeEnterprise,Website,2020,Q3,7479537.662603889,10531384.15541489,10900000.0
Automotive,North,Hyperscaler,LargeEnterprise,Trade Show,2020,Q3,7665086.102133334,10762568.70012863,10900000.0
Automotive,North,Hyperscaler,LargeEnterprise,Mail,2020,Q3,7519148.6322361035,10538005.926488826,10900000.0
Automotive,North,Hyperscaler,MidMarket,Website,2020,Q3,7442833.470002121,7421284.277989949,10000000.0
Automotive,North,Hyperscaler,MidMarket,Trade Show,2020,Q3,7716607.806801176,7470889.45003983,10000000.0
Automotive,North,Hyperscaler,MidMarket,Mail,2020,Q3,7319038.234763478,7511134.568879118,10000000.0
Automotive,North,Hyperscaler,SME,Website,2020,Q3,7462181.243274457,7474491.6565401675,5000000.0
Automotive,North,Hyperscaler,SME,Trade Show,2020,Q3,7287503.717014058,7494611.43738105,5000000.0
Automotive,North,Hyperscaler,SME,Mail,2020,Q3,7607861.787117455,7405278.175630359,5000000.0
Automotive,North,OTC,LargeEnterprise,Website,2020,Q3,4511261.8911971655,7889978.96715571,8211333.333333336
Automotive,North,OTC,LargeEnterprise,Trade Show,2020,Q3,4339433.845086856,7834912.4032626785,8211333.333333336
Automotive,North,OTC,LargeEnterprise,Mail,2020,Q3,4495174.906948734,7908240.053981058,8211333.333333336
Automotive,North,OTC,MidMarket,Website,2020,Q3,4342714.239660064,5676630.950249317,7533333.333333335
Automotive,North,OTC,MidMarket,Trade Show,2020,Q3,4509294.233459741,5747236.398855049,7533333.333333335
Automotive,North,OTC,MidMarket,Mail,2020,Q3,4467064.765994797,5533914.921737358,7533333.333333335
Automotive,North,OTC,SME,Website,2020,Q3,4480784.546406771,5512926.701637256,3766666.6666666674
Automotive,North,OTC,SME,Trade Show,2020,Q3,4268867.280665158,5734501.771813943,3766666.6666666674
