Customer_Industry,Region_Customer,Product_Category,Sales_Channel,Lead_Source,Year,Quarter,Revenue_EUR_Actual,Revenue_EUR_Forecast
Automotive,West,OTC,LargeEnterprise,Mail,2020,Q4,3165447.9813179327,4668281.9200876085
Automotive,West,OTC,MidMarket,Website,2020,Q4,3969728.703840166,4311346.7575668795
Automotive,West,OTC,MidMarket,Trade Show,2020,Q4,3854990.2443722025,4299072.111790281
Automotive,West,OTC,MidMarket,Mail,2020,Q4,3931523.0776396003,4377435.592098643
Automotive,West,OTC,SME,Website,2020,Q4,3989981.6956383246,4365894.322319595
Automotive,West,OTC,SME,Trade Show,2020,Q4,3882586.8977262233,4286804.498334455
Automotive,West,OTC,SME,Mail,2020,Q4,3866026.7531609745,4248479.040289852
Automotive,South,MPLS,LargeEnterprise,Website,2020,Q4,11978233.373525105,19443824.811063502
Automotive,South,MPLS,LargeEnterprise,Trade Show,2020,Q4,11924580.603735585,19499774.355993237
Automotive,South,MPLS,LargeEnterprise,Mail,2020,Q4,11904857.187492892,19755978.585998487
Automotive,South,MPLS,MidMarket,Website,2020,Q4,15075741.073432049,18842830.260476574
Automotive,South,MPLS,MidMarket,Trade Show,2020,Q4,15523601.485823447,17854615.3965266
Automotive,South,MPLS,MidMarket,Mail,2020,Q4,15151970.904985093,18088044.5398921
Automotive,South,MPLS,SME,Website,2020,Q4,14856042.350646967,18031851.906118855
Automotive,South,MPLS,SME,Trade Show,2020,Q4,14753162.839141306,18379030.049276203
Automotive,South,MPLS,SME,Mail,2020,Q4,15327314.585242573,18297355.80894753
Automotive,South,SD-WAN,LargeEnterprise,Website,2020,Q4,5613719.031131986,7644773.857067751
Automotive,South,SD-WAN,LargeEnterprise,Trade Show,2020,Q4,5765703.6906888755,7420161.514652343
Automotive,South,SD-WAN,LargeEnterprise,Mail,2020,Q4,5709511.507092296,7582673.9194738595
Automotive,South,SD-WAN,MidMarket,Website,2020,Q4,7196056.362348373,7233970.039468606
Automotive,South,SD-WAN,MidMarket,Trade Show,2020,Q4,6969179.886070724,7245575.968168539
Automotive,South,SD-WAN,MidMarket,Mail,2020,Q4,7151103.647871631,7266393.079553777
Automotive,South,SD-WAN,SME,Website,2020,Q4,6965768.247294608,7186112.180064648
Automotive,South,SD-WAN,SME,Trade Show,2020,Q4,7257861.391247368,7243546.553238716
Automotive,South,SD-WAN,SME,Mail,2020,Q4,7126877.6146280095,6952989.3546136655
Automotive,South,MS365,LargeEnterprise,Website,2020,Q4,6184858.394471003,8213408.171335456
Automotive,South,MS365,LargeEnterprise,Trade Show,2020,Q4,6163805.659734362,8115502.1108761355
Automotive,South,MS365,LargeEnterprise,Mail,2020,Q4,6133724.989478903,8474328.303892393
Automotive,South,MS365,MidMarket,Website,2020,Q4,7908169.352119208,8055457.001755621
Automotive,South,MS365,MidMarket,Trade Show,2020,Q4,7680452.502627257,7694956.799020797
Automotive,South,MS365,MidMarket,Mail,2020,Q4,7860639.068907473,7911107.599081485
Automotive,South,MS365,SME,Website,2020,Q4,7702423.646547717,7963711.105303132
Automotive,South,MS365,SME,Trade Show,2020,Q4,7892536.715232907,8050724.369199489
Automotive,South,MS365,SME,Mail,2020,Q4,7965728.919093243,7915870.8264671005
Automotive,South,Google Workspaces,LargeEnterprise,Website,2020,Q4,4641506.464453285,6149504.347037025
Automotive,South,Google Workspaces,LargeEnterprise,Trade Show,2020,Q4,4636707.770584048,5920550.411476093
Automotive,South,Google Workspaces,LargeEnterprise,Mail,2020,Q4,4476565.443921695,5922473.690330647
Automotive,South,Google Workspaces,MidMarket,Website,2020,Q4,5561011.00815019,5618564.3110827375
Automotive,South,Google Workspaces,MidMarket,Trade Show,2020,Q4,5774263.8999824505,5563837.772247995
Automotive,South,Google Workspaces,MidMarket,Mail,2020,Q4,5658793.999921922,5432751.175950365
Automotive,South,Google Workspaces,SME,Website,2020,Q4,5681147.065549853,5683325.857089978
Automotive,South,Google Workspaces,SME,Trade Show,2020,Q4,5541020.124652947,5690168.797410924
Automotive,South,Google Workspaces,SME,Mail,2020,Q4,5620803.413214676,5688541.713667068
Automotive,South,Hyperscaler,LargeEnterprise,Website,2020,Q4,5885206.559731776,8000915.666158126
Automotive,South,Hyperscaler,LargeEnterprise,Trade Show,2020,Q4,6198813.053050862,8088582.975988147
Automotive,South,Hyperscaler,LargeEnterprise,Mail,2020,Q4,5962993.564602026,8008310.5163604515
Automotive,South,Hyperscaler,MidMarket,Website,2020,Q4,7599295.894416707,7348329.668544588
Automotive,South,Hyperscaler,MidMarket,Trade Show,2020,Q4,7358966.819875416,7601665.892988397
Automotive,South,Hyperscaler,MidMarket,Mail,2020,Q4,7650068.715349324,7398274.457112159
Automotive,South,Hyperscaler,SME,Website,2020,Q4,7490661.553811003,7378004.620313729
Automotive,South,Hyperscaler,SME,Trade Show,2020,Q4,7757201.79130875,7691170.775689814
Automotive,South,Hyperscaler,SME,Mail,2020,Q4,7752657.701179615,7345302.037435909
Automotive,South,OTC,LargeEnterprise,Website,2020,Q4,3116551.72908557,4761281.027714449
Automotive,South,OTC,LargeEnterprise,Trade Show,2020,Q4,3227582.6066872356,4635459.796437698
Automotive,South,OTC,LargeEnterprise,Mail,2020,Q4,3245943.4326690016,4768088.224411549
Automotive,South,OTC,MidMarket,Website,2020,Q4,4016265.0256940406,4224196.36388438
Automotive,South,OTC,MidMarket,Trade Show,2020,Q4,4020955.6049044733,4363892.043053334
Automotive,South,OTC,MidMarket,Mail,2020,Q4,3877298.829258332,4301636.879579199
Automotive,South,OTC,SME,Website,2020,Q4,3956302.6366294576,4432992.125803894
Automotive,South,OTC,SME,Trade Show,2020,Q4,3833479.962487459,4304798.966496332
Automotive,South,OTC,SME,Mail,2020,Q4,3840149.0115827206,4278021.783203115
Automotive,East,MPLS,LargeEnterprise,Website,2020,Q4,12486426.64109077,20030642.79049531
Automotive,East,MPLS,LargeEnterprise,Trade Show,2020,Q4,11987737.856632393,19451117.06329805
Automotive,East,MPLS,LargeEnterprise,Mail,2020,Q4,12300446.735592844,19021699.485678863
Automotive,East,MPLS,MidMarket,Website,2020,Q4,15429786.279718723,18253014.14396518
Automotive,East,MPLS,MidMarket,Trade Show,2020,Q4,15477409.260727819,18550299.893526394
Automotive,East,MPLS,MidMarket,Mail,2020,Q4,15606860.939197564,18100081.330813393
Automotive,East,MPLS,SME,Website,2020,Q4,14905721.913230972,18299928.64532185
Automotive,East,MPLS,SME,Trade Show,2020,Q4,14719205.397537937,17877713.850746546
Automotive,East,MPLS,SME,Mail,2020,Q4,15063075.178963205,18475560.839579064
Automotive,East,SD-WAN,LargeEnterprise,Website,2020,Q4,5526232.7940530265,7657355.141190698
Automotive,East,SD-WAN,LargeEnterprise,Trade Show,2020,Q4,5488964.73978593,7499043.109371874
Automotive,East,SD-WAN,LargeEnterprise,Mail,2020,Q4,5605974.288464716,7502237.24027664
Automotive,East,SD-WAN,MidMarket,Website,2020,Q4,7190645.897604848,6889703.819561305
Automotive,East,SD-WAN,MidMarket,Trade Show,2020,Q4,7096502.99358695,6938886.797351975
Automotive,East,SD-WAN,MidMarket,Mail,2020,Q4,6986848.949525795,6918433.740184956
Automotive,East,SD-WAN,SME,Website,2020,Q4,7134652.723492485,7059940.673690695
Automotive,East,SD-WAN,SME,Trade Show,2020,Q4,6951902.0465399455,7080524.505500781
Automotive,East,SD-WAN,SME,Mail,2020,Q4,6857724.881673196,7262133.1158049675
Automotive,East,MS365,LargeEnterprise,Website,2020,Q4,6353219.825376337,8149697.9743056875
Automotive,East,MS365,LargeEnterprise,Trade Show,2020,Q4,6299397.375857635,8419519.15866731
Automotive,East,MS365,LargeEnterprise,Mail,2020,Q4,6352434.839998223,8381928.463873369
Automotive,East,MS365,MidMarket,Website,2020,Q4,7594433.995325543,7853127.178894361
Automotive,East,MS365,MidMarket,Trade Show,2020,Q4,7976341.375084395,8024568.224196002
Automotive,East,MS365,MidMarket,Mail,2020,Q4,7872229.059413921,7703892.370021928
Automotive,East,MS365,SME,Website,2020,Q4,7845372.03177814,7624751.308571535
Automotive,East,MS365,SME,Trade Show,2020,Q4,7874663.451162666,7928076.534970866
Automotive,East,MS365,SME,Mail,2020,Q4,7989410.171123791,7770955.048208944
Automotive,East,Google Workspaces,LargeEnterprise,Website,2020,Q4,4588112.902327494,5800850.081015259
Automotive,East,Google Workspaces,LargeEnterprise,Trade Show,2020,Q4,4586440.272993097,5886406.388513506
Automotive,East,Google Workspaces,LargeEnterprise,Mail,2020,Q4,4700925.71734653,5907614.952041797
Automotive,East,Google Workspaces,MidMarket,Website,2020,Q4,5794445.30592485,5643893.244914248
Automotive,East,Google Workspaces,MidMarket,Trade Show,2020,Q4,5684621.476766988,5491474.522792855
Automotive,East,Google Workspaces,MidMarket,Mail,2020,Q4,5777214.610083984,5573976.934980995
Automotive,East,Google Workspaces,SME,Website,2020,Q4,5666087.937988723,5597794.6351420935
Automotive,East,Google Workspaces,SME,Trade Show,2020,Q4,5610080.416958679,5589821.886105418
Automotive,East,Google Workspaces,SME,Mail,2020,Q4,5738604.289521566,5766411.587063905
Automotive,East,Hyperscaler,LargeEnterprise,Website,2020,Q4,6216986.199792806,7852791.469615798
Automotive,East,Hyperscaler,LargeEnterprise,Trade Show,2020,Q4,6217341.315580124,8300583.667265646
Automotive,East,Hyperscaler,LargeEnterprise,Mail,2020,Q4,5999531.225977452,8118081.4368873285
Automotive,East,Hyperscaler,MidMarket,Website,2020,Q4,7585544.604506554,7709822.202207511
Automotive,East,Hyperscaler,MidMarket,Trade Show,2020,Q4,7439016.5300695915,7540439.90013056
Automotive,East,Hyperscaler,MidMarket,Mail,2020,Q4,7802504.502486513,7551309.955303626
Automotive,East,Hyperscaler,SME,Website,2020,Q4,7795775.667717408,7748581.562068124
Automotive,East,Hyperscaler,SME,Trade Show,2020,Q4,7642029.98990393,7756281.618358818
Automotive,East,Hyperscaler,SME,Mail,2020,Q4,7713849.4995448915,7451559.251952396
Automotive,East,OTC,LargeEnterprise,Website,2020,Q4,3191735.2105898866,4545857.700843609
Automotive,East,OTC,LargeEnterprise,Trade Show,2020,Q4,3168215.9819671144,4630066.833851022
Automotive,East,OTC,LargeEnterprise,Mail,2020,Q4,3064101.5173976673,4744628.390295771
Automotive,East,OTC,MidMarket,Website,2020,Q4,3926904.5377137456,4294467.260973601
Automotive,East,OTC,MidMarket,Trade Show,2020,Q4,3979949.727446796,4382096.5830312185
Automotive,East,OTC,MidMarket,Mail,2020,Q4,3980611.595839938,4397018.808143954
Automotive,East,OTC,SME,Website,2020,Q4,3907221.4990106686,4415765.060766099
Automotive,East,OTC,SME,Trade Show,2020,Q4,4044298.1347577074,4358680.66369347
Automotive,East,OTC,SME,Mail,2020,Q4,3857613.3845349173,4315759.277940088
Automotive,International,MPLS,LargeEnterprise,Website,2020,Q4,12116606.403212646,20162008.580246318
Automotive,International,MPLS,LargeEnterprise,Trade Show,2020,Q4,12257940.68538549,19735152.648120407
Automotive,International,MPLS,LargeEnterprise,Mail,2020,Q4,12262578.39692122,19875845.08905939
Automotive,International,MPLS,MidMarket,Website,2020,Q4,15283253.27921808,18202040.588626415
Automotive,International,MPLS,MidMarket,Trade Show,2020,Q4,14937055.999446899,18567656.537761226
Automotive,International,MPLS,MidMarket,Mail,2020,Q4,14826635.055531954,18103949.524524894
Automotive,International,MPLS,SME,Website,2020,Q4,15271478.209202899,18089660.060355525
Automotive,International,MPLS,SME,Trade Show,2020,Q4,15237504.66260452,18618030.157177128
Automotive,International,MPLS,SME,Mail,2020,Q4,14848100.859081313,18400519.61183775
Automotive,International,SD-WAN,LargeEnterprise,Website,2020,Q4,5725307.190451687,7623651.724264336
Automotive,International,SD-WAN,LargeEnterprise,Trade Show,2020,Q4,5638773.27717374,7432634.457079066
Automotive,International,SD-WAN,LargeEnterprise,Mail,2020,Q4,5712367.4401772125,7584624.061808978
Automotive,International,SD-WAN,MidMarket,Website,2020,Q4,7213852.508654791,7043603.468953562
Automotive,International,SD-WAN,MidMarket,Trade Show,2020,Q4,6924947.625270317,7109822.137808839
Automotive,International,SD-WAN,MidMarket,Mail,2020,Q4,6859786.140189643,6977372.995184599
Automotive,International,SD-WAN,SME,Website,2020,Q4,7188639.923023789,7161096.184185435
Automotive,International,SD-WAN,SME,Trade Show,2020,Q4,7115333.834069509,7200248.579391054
Automotive,International,SD-WAN,SME,Mail,2020,Q4,7154254.176252921,6963974.3752314765
Automotive,International,MS365,LargeEnterprise,Website,2020,Q4,6381469.407589244,8266200.320635357
Automotive,International,MS365,LargeEnterprise,Trade Show,2020,Q4,6367940.50681705,8450919.075120656
Automotive,International,MS365,LargeEnterprise,Mail,2020,Q4,6428461.144293558,8468559.683021234
Automotive,International,MS365,MidMarket,Website,2020,Q4,7832233.066500927,7943364.446185206
Automotive,International,MS365,MidMarket,Trade Show,2020,Q4,7809534.630030391,7933084.896201211
Automotive,International,MS365,MidMarket,Mail,2020,Q4,7768094.938659237,7793842.719086821
Automotive,International,MS365,SME,Website,2020,Q4,7649340.080515962,7794825.4463128885
Automotive,International,MS365,SME,Trade Show,2020,Q4,7849779.657477407,7727562.44451612
Automotive,International,MS365,SME,Mail,2020,Q4,7708345.9298153985,7680498.1863955725
Automotive,International,Google Workspaces,LargeEnterprise,Website,2020,Q4,4681542.056669316,6047870.460765669
Automotive,International,Google Workspaces,LargeEnterprise,Trade Show,2020,Q4,4587066.287068731,5828516.463778377
Automotive,International,Google Workspaces,LargeEnterprise,Mail,2020,Q4,4589762.4929177575,6137610.023124566
Automotive,International,Google Workspaces,MidMarket,Website,2020,Q4,5654105.877495897,5715890.019044547
Automotive,International,Google Workspaces,MidMarket,Trade Show,2020,Q4,5548299.044471542,5726463.866620773
Automotive,International,Google Workspaces,MidMarket,Mail,2020,Q4,5541227.827157361,5743331.23736016
Automotive,International,Google Workspaces,SME,Website,2020,Q4,5677999.746478747,5572450.397110395
Automotive,International,Google Workspaces,SME,Trade Show,2020,Q4,5559676.939536829,5722756.770955559
Automotive,International,Google Workspaces,SME,Mail,2020,Q4,5742095.291022447,5486491.310845345
Automotive,International,Hyperscaler,LargeEnterprise,Website,2020,Q4,6199475.952726077,7840990.4300607955
Automotive,International,Hyperscaler,LargeEnterprise,Trade Show,2020,Q4,6200196.1866146615,8218451.306630508
Automotive,International,Hyperscaler,LargeEnterprise,Mail,2020,Q4,6117161.152237674,7867277.869389389
Automotive,International,Hyperscaler,MidMarket,Website,2020,Q4,7438829.190239276,7799209.703971753
Automotive,International,Hyperscaler,MidMarket,Trade Show,2020,Q4,7741010.549255643,7653754.171296709
Automotive,International,Hyperscaler,MidMarket,Mail,2020,Q4,7751718.953623485,7690220.620460467
Automotive,International,Hyperscaler,SME,Website,2020,Q4,7432070.198353777,7454858.0065171225
Automotive,International,Hyperscaler,SME,Trade Show,2020,Q4,7682791.500118026,7653322.510149381
Automotive,International,Hyperscaler,SME,Mail,2020,Q4,7473735.245000623,7360932.920058172
Automotive,International,OTC,LargeEnterprise,Website,2020,Q4,3208619.2850008514,4726921.019394405
Automotive,International,OTC,LargeEnterprise,Trade Show,2020,Q4,3246151.778471207,4537459.908426695
Automotive,International,OTC,LargeEnterprise,Mail,2020,Q4,3059603.35012492,4687092.984654037
Automotive,International,OTC,MidMarket,Website,2020,Q4,4033611.5310403216,4268450.46610435
Automotive,International,OTC,MidMarket,Trade Show,2020,Q4,3967375.4705669517,4226975.6461795075
Automotive,International,OTC,MidMarket,Mail,2020,Q4,4051938.4431025037,4336769.1069738045
Automotive,International,OTC,SME,Website,2020,Q4,3929374.551394577,4253778.848946408
Automotive,International,OTC,SME,Trade Show,2020,Q4,4021562.328947814,4402678.677619142
Automotive,International,OTC,SME,Mail,2020,Q4,3832307.8180773845,4271928.781108993
Transport,North,MPLS,LargeEnterprise,Website,2020,Q4,11994147.005213799,19412497.376364015
Transport,North,MPLS,LargeEnterprise,Trade Show,2020,Q4,11795145.38822036,19682478.69332758
Transport,North,MPLS,LargeEnterprise,Mail,2020,Q4,12468957.244151969,19343486.801793013
Transport,North,MPLS,MidMarket,Website,2020,Q4,15439345.380272472,18239174.445258208
Transport,North,MPLS,MidMarket,Trade Show,2020,Q4,15472331.66459143,18731551.12154655
Transport,North,MPLS,MidMarket,Mail,2020,Q4,15551537.114320414,18015531.265236128
Transport,North,MPLS,SME,Website,2020,Q4,14760703.23616743,17906388.36879055
Transport,North,MPLS,SME,Trade Show,2020,Q4,15039342.67664767,18183335.920983326
Transport,North,MPLS,SME,Mail,2020,Q4,14747657.835495232,18291365.791714832
Transport,North,SD-WAN,LargeEnterprise,Website,2020,Q4,5554173.915355553,7558746.302334642
Transport,North,SD-WAN,LargeEnterprise,Trade Show,2020,Q4,5560603.425254425,7480169.837620243
Transport,North,SD-WAN,LargeEnterprise,Mail,2020,Q4,5643597.3872262435,7672871.79963043
Transport,North,SD-WAN,MidMarket,Website,2020,Q4,6967715.595269656,6868516.231135012
Transport,North,SD-WAN,MidMarket,Trade Show,2020,Q4,6895197.544661627,7038338.871076874
Transport,North,SD-WAN,MidMarket,Mail,2020,Q4,6923979.469365594,7016913.883473091
Transport,North,SD-WAN,SME,Website,2020,Q4,6915231.6773693785,7131725.971995855
Transport,North,SD-WAN,SME,Trade Show,2020,Q4,7272577.689145652,7269634.913214579
Transport,North,SD-WAN,SME,Mail,2020,Q4,7180067.578251656,7072354.572566551
Transport,North,MS365,LargeEnterprise,Website,2020,Q4,6431079.846528871,8617802.412590245
Transport,North,MS365,LargeEnterprise,Trade Show,2020,Q4,6228965.334601892,8267034.851151817
Transport,North,MS365,LargeEnterprise,Mail,2020,Q4,6167195.773713482,8127993.182080826
Transport,North,MS365,MidMarket,Website,2020,Q4,7957764.02354306,7684739.2121206
Transport,North,MS365,MidMarket,Trade Show,2020,Q4,7731906.547332638,7794955.715793965
Transport,North,MS365,MidMarket,Mail,2020,Q4,7719049.750036489,7757110.335953021
Transport,North,MS365,SME,Website,2020,Q4,7687050.809975373,7651784.485677779
Transport,North,MS365,SME,Trade Show,2020,Q4,7637850.985110117,7812984.871520378
Transport,North,MS365,SME,Mail,2020,Q4,7698513.591437378,7767572.737931516
Transport,North,Google Workspaces,LargeEnterprise,Website,2020,Q4,4523395.096437155,5839286.911378156
Transport,North,Google Workspaces,LargeEnterprise,Trade Show,2020,Q4,4612438.359082601,5902780.712359394
Transport,North,Google Workspaces,LargeEnterprise,Mail,2020,Q4,4441594.214009362,6118815.546956249
Transport,North,Google Workspaces,MidMarket,Website,2020,Q4,5603664.8055405645,5535892.038138124
Transport,North,Google Workspaces,MidMarket,Trade Show,2020,Q4,5812709.953943877,5677213.155011729
Transport,North,Google Workspaces,MidMarket,Mail,2020,Q4,5581456.337323906,5642249.39766675
Transport,North,Google Workspaces,SME,Website,2020,Q4,5649816.9864793755,5578823.7070439
Transport,North,Google Workspaces,SME,Trade Show,2020,Q4,5832141.802176935,5514269.383923945
Transport,North,Google Workspaces,SME,Mail,2020,Q4,5584251.696815779,5558867.361679026
Transport,North,Hyperscaler,LargeEnterprise,Website,2020,Q4,5903403.484010733,8123110.953990286
Transport,North,Hyperscaler,LargeEnterprise,Trade Show,2020,Q4,6052434.893112816,8003750.666196547
Transport,North,Hyperscaler,LargeEnterprise,Mail,2020,Q4,5984885.624960324,7936563.444995822
Transport,North,Hyperscaler,MidMarket,Website,2020,Q4,7602110.715601235,7394890.883990608
Transport,North,Hyperscaler,MidMarket,Trade Show,2020,Q4,7713567.067111506,7748785.765152822
Transport,North,Hyperscaler,MidMarket,Mail,2020,Q4,7404481.526021516,7545039.329653572
Transport,North,Hyperscaler,SME,Website,2020,Q4,7610127.306381913,7630763.366595027
Transport,North,Hyperscaler,SME,Trade Show,2020,Q4,7575266.406602296,7568266.253470324
Transport,North,Hyperscaler,SME,Mail,2020,Q4,7407694.657788683,7745447.395393827
Transport,North,OTC,LargeEnterprise,Website,2020,Q4,3174164.2165532205,4644442.161660115
Transport,North,OTC,LargeEnterprise,Trade Show,2020,Q4,3106589.8336815964,4625685.093897762
Transport,North,OTC,LargeEnterprise,Mail,2020,Q4,3147901.914062297,4751525.178515605
Transport,North,OTC,MidMarket,Website,2020,Q4,3837100.2753661457,4400085.787907742
Transport,North,OTC,MidMarket,Trade Show,2020,Q4,3928066.524813113,4238431.520121058
Transport,North,OTC,MidMarket,Mail,2020,Q4,3891150.6155155883,4256016.568691488
Transport,North,OTC,SME,Website,2020,Q4,4015533.4481181228,4418010.740984817
Transport,North,OTC,SME,Trade Show,2020,Q4,3831002.231020563,4430963.625632261
Transport,North,OTC,SME,Mail,2020,Q4,3918187.4145856174,4353700.934351861
Transport,West,MPLS,LargeEnterprise,Website,2020,Q4,12085503.495394114,19666896.63689924
Transport,West,MPLS,LargeEnterprise,Trade Show,2020,Q4,12283253.029500283,19759877.248646628
Transport,West,MPLS,LargeEnterprise,Mail,2020,Q4,12171447.525290176,19528478.380932502
Transport,West,MPLS,MidMarket,Website,2020,Q4,15300475.834401153,18579188.63214005
Transport,West,MPLS,MidMarket,Trade Show,2020,Q4,15402324.44045066,17935955.32618191
Transport,West,MPLS,MidMarket,Mail,2020,Q4,15481284.977366704,18895428.695441872
Transport,West,MPLS,SME,Website,2020,Q4,14972836.864333792,18657894.99950092
Transport,West,MPLS,SME,Trade Show,2020,Q4,15180682.048223222,18524031.249612633
Transport,West,MPLS,SME,Mail,2020,Q4,15460797.023991589,18169794.659371544
Transport,West,SD-WAN,LargeEnterprise,Website,2020,Q4,5823730.636533969,7382561.431324272
Transport,West,SD-WAN,LargeEnterprise,Trade Show,2020,Q4,5789136.125591068,7497210.842975881
Transport,West,SD-WAN,LargeEnterprise,Mail,2020,Q4,5609796.278962118,7613635.610137472
Transport,West,SD-WAN,MidMarket,Website,2020,Q4,6935955.358299894,7125724.598590601
Transport,West,SD-WAN,MidMarket,Trade Show,2020,Q4,7063274.730686669,7017080.58717619
Transport,West,SD-WAN,MidMarket,Mail,2020,Q4,7172429.500376613,7116886.875638121
Transport,West,SD-WAN,SME,Website,2020,Q4,7064649.300589801,7203632.036722046
Transport,West,SD-WAN,SME,Trade Show,2020,Q4,7060586.775194232,6862875.765434167
Transport,West,SD-WAN,SME,Mail,2020,Q4,7214226.09924982,7046497.282847516
Transport,West,MS365,LargeEnterprise,Website,2020,Q4,6198979.811247345,8500822.269449871
Transport,West,MS365,LargeEnterprise,Trade Show,2020,Q4,6389752.596219798,8391994.025143592
Transport,West,MS365,LargeEnterprise,Mail,2020,Q4,6216358.297611088,8445960.47725026
Transport,West,MS365,MidMarket,Website,2020,Q4,7732853.532773068,7853340.104994392
Transport,West,MS365,MidMarket,Trade Show,2020,Q4,7793024.615911317,8081590.287598551
Transport,West,MS365,MidMarket,Mail,2020,Q4,7940612.609827517,7631402.993453178
Transport,West,MS365,SME,Website,2020,Q4,7636091.668110102,7841028.58674146
Transport,West,MS365,SME,Trade Show,2020,Q4,7669784.305708732,7649076.606690058
Transport,West,MS365,SME,Mail,2020,Q4,8031042.756493165,7681916.043529812
Transport,West,Google Workspaces,LargeEnterprise,Website,2020,Q4,4473147.948818333,5934590.655352467
Transport,West,Google Workspaces,LargeEnterprise,Trade Show,2020,Q4,4582745.5163438255,5851334.729315993
Transport,West,Google Workspaces,LargeEnterprise,Mail,2020,Q4,4585983.169994571,6147086.588594323
Transport,West,Google Workspaces,MidMarket,Website,2020,Q4,5701152.751704568,5757096.347598654
Transport,West,Google Workspaces,MidMarket,Trade Show,2020,Q4,5755332.105105988,5547577.959335375
Transport,West,Google Workspaces,MidMarket,Mail,2020,Q4,5610412.666636028,5651753.214084225
Transport,West,Google Workspaces,SME,Website,2020,Q4,5723170.09464475,5615387.573627046
Transport,West,Google Workspaces,SME,Trade Show,2020,Q4,5660130.329221351,5712081.9496769225
Transport,West,Google Workspaces,SME,Mail,2020,Q4,5761242.490410229,5647532.482966922
Transport,West,Hyperscaler,LargeEnterprise,Website,2020,Q4,5925096.692865925,7830412.449974759
Transport,West,Hyperscaler,LargeEnterprise,Trade Show,2020,Q4,6084458.906440968,8207711.279680688
Transport,West,Hyperscaler,LargeEnterprise,Mail,2020,Q4,5941434.023671846,8199637.215785366
Transport,West,Hyperscaler,MidMarket,Website,2020,Q4,7470083.426956717,7577220.140970532
Transport,West,Hyperscaler,MidMarket,Trade Show,2020,Q4,7442296.241692433,7759519.869468444
Transport,West,Hyperscaler,MidMarket,Mail,2020,Q4,7425664.701346478,7762082.490376061
Transport,West,Hyperscaler,SME,Website,2020,Q4,7723723.493596757,7583798.650989097
Transport,West,Hyperscaler,SME,Trade Show,2020,Q4,7473358.781700861,7622779.52216551
Transport,West,Hyperscaler,SME,Mail,2020,Q4,7770742.076810425,7802917.584251727
Transport,West,OTC,LargeEnterprise,Website,2020,Q4,3240884.169554868,4574092.031979286
Transport,West,OTC,LargeEnterprise,Trade Show,2020,Q4,3163992.5116993436,4581406.485437498
Transport,West,OTC,LargeEnterprise,Mail,2020,Q4,3081393.126180774,4541188.390132832
Transport,West,OTC,MidMarket,Website,2020,Q4,3907565.2035503206,4446916.836646573
Transport,West,OTC,MidMarket,Trade Show,2020,Q4,4009590.8225864233,4406677.745224505
Transport,West,OTC,MidMarket,Mail,2020,Q4,3905839.5952291526,4236861.319671135
Transport,West,OTC,SME,Website,2020,Q4,3838244.223926092,4469750.682996307
Transport,West,OTC,SME,Trade Show,2020,Q4,3951500.7208203278,4403082.114351068
Transport,West,OTC,SME,Mail,2020,Q4,4021015.7578696287,4434863.380252413
Transport,South,MPLS,LargeEnterprise,Website,2020,Q4,12335862.901872246,19059283.411636952
Transport,South,MPLS,LargeEnterprise,Trade Show,2020,Q4,11875340.6734076,19607498.783790678
Transport,South,MPLS,LargeEnterprise,Mail,2020,Q4,12244499.439595522,19839881.94415698
Transport,South,MPLS,MidMarket,Website,2020,Q4,14886256.436809808,18424767.3526618
Transport,South,MPLS,MidMarket,Trade Show,2020,Q4,14884126.746950973,18563941.815208714
Transport,South,MPLS,MidMarket,Mail,2020,Q4,15492290.569897294,18734085.15042573
Transport,South,MPLS,SME,Website,2020,Q4,14913300.00450949,18235066.686533008
Transport,South,MPLS,SME,Trade Show,2020,Q4,14925890.853928369,18768731.820193224
Transport,South,MPLS,SME,Mail,2020,Q4,14682395.120239282,17997199.357216116
Transport,South,SD-WAN,LargeEnterprise,Website,2020,Q4,5782610.5153135955,7433302.616340785
Transport,South,SD-WAN,LargeEnterprise,Trade Show,2020,Q4,5755582.692824447,7328275.674596087
Transport,South,SD-WAN,LargeEnterprise,Mail,2020,Q4,5698370.763395362,7476478.676715859
Transport,South,SD-WAN,MidMarket,Website,2020,Q4,7176161.468077821,7015898.547255571
Transport,South,SD-WAN,MidMarket,Trade Show,2020,Q4,6917297.0822477285,7199963.512660756
Transport,South,SD-WAN,MidMarket,Mail,2020,Q4,7049830.378287413,7134128.546746643
Transport,South,SD-WAN,SME,Website,2020,Q4,7003483.558122031,7040483.039123943
Transport,South,SD-WAN,SME,Trade Show,2020,Q4,6892081.230487235,7133688.597401811
Transport,South,SD-WAN,SME,Mail,2020,Q4,7061863.154519917,6874342.40030426
Transport,South,MS365,LargeEnterprise,Website,2020,Q4,6413080.95717382,8204539.729188412
Transport,South,MS365,LargeEnterprise,Trade Show,2020,Q4,6075976.328938943,8433393.484295724
Transport,South,MS365,LargeEnterprise,Mail,2020,Q4,6172207.261089785,8440781.012826739
Transport,South,MS365,MidMarket,Website,2020,Q4,7675105.735082389,7977004.088101028
Transport,South,MS365,MidMarket,Trade Show,2020,Q4,7689749.707328313,7798738.225225701
Transport,South,MS365,MidMarket,Mail,2020,Q4,8010463.554048339,7952228.5862083975
Transport,South,MS365,SME,Website,2020,Q4,7799761.0886019,7933700.591831689
