Customer_Industry,Region_Customer,Product_Category,Sales_Channel,Lead_Source,Year,Quarter,Lead_Value,Lead_Conversion_Probability,Lead_Weighted_Value
Automotive,North,MPLS,LargeEnterprise,Website,2020,Q3,10239021.633911626,0.27995218482262935,2866436.476859728
Automotive,North,MPLS,LargeEnterprise,Trade Show,2020,Q3,9906069.397668898,0.6891098947538946,6826370.440052391
Automotive,North,MPLS,LargeEnterprise,Mail,2020,Q3,10204361.021291848,0.46633875349801757,4758688.9989129985
Automotive,North,MPLS,MidMarket,Website,2020,Q3,10264286.959132107,0.481209295314656,4939270.294511374
Automotive,North,MPLS,MidMarket,Trade Show,2020,Q3,10003212.851063924,0.11121009126711892,1112458.2141312358
Automotive,North,MPLS,MidMarket,Mail,2020,Q3,10054423.25896974,0.13919276580975756,1399502.9820379543
Automotive,North,MPLS,SME,Website,2020,Q3,10283530.4274529,0.04956120730592248,509664.18335175473
Automotive,North,MPLS,SME,Trade Show,2020,Q3,10176132.183529798,0.4849998065746611,4935422.140690136
Automotive,North,MPLS,SME,Mail,2020,Q3,10419406.445600452,0.44969596209396495,4685565.006002355
Automotive,North,SD-WAN,LargeEnterprise,Website,2020,Q3,6815831.665689163,0.44483202171110053,3031900.179491048
Automotive,North,SD-WAN,LargeEnterprise,Trade Show,2020,Q3,6783925.246977769,0.023056531537438904,156413.78640457094
Automotive,North,SD-WAN,LargeEnterprise,Mail,2020,Q3,7086550.082355584,0.5240077387896563,3713407.0844748025
Automotive,North,SD-WAN,MidMarket,Website,2020,Q3,7055482.990373553,0.4799025533507165,3385944.302202817
Automotive,North,SD-WAN,MidMarket,Trade Show,2020,Q3,6683781.441018259,0.1771569657127041,1184078.4395776796
Automotive,North,SD-WAN,MidMarket,Mail,2020,Q3,6996320.750802806,0.11288531947434598,789781.9030993708
Automotive,North,SD-WAN,SME,Website,2020,Q3,6718055.880968534,0.15296785869250804,1027646.6226883674
Automotive,North,SD-WAN,SME,Trade Show,2020,Q3,6683146.216663693,0.19011443923826923,1270562.5953283785
Automotive,North,SD-WAN,SME,Mail,2020,Q3,6786889.889998612,0.3876668844873982,2631052.4590147827
Automotive,North,MS365,LargeEnterprise,Website,2020,Q3,7787737.7813295685,0.32797218064510825,2554161.3424349558
Automotive,North,MS365,LargeEnterprise,Trade Show,2020,Q3,8053721.133874737,0.2055678628477291,1655586.2414622193
Automotive,North,MS365,LargeEnterprise,Mail,2020,Q3,8001174.007515299,0.38120190145973526,3050062.745575042
Automotive,North,MS365,MidMarket,Website,2020,Q3,8132209.758444016,0.08733484491462314,710225.278066893
Automotive,North,MS365,MidMarket,Trade Show,2020,Q3,8001582.991287029,0.15815615703111155,1265499.6160674626
Automotive,North,MS365,MidMarket,Mail,2020,Q3,7859754.958125888,0.23069761542013384,1813226.7266262164
Automotive,North,MS365,SME,Website,2020,Q3,7995496.392727274,0.3395202429199241,2714632.877524141
Automotive,North,MS365,SME,Trade Show,2020,Q3,8140842.378695815,0.6540210868488714,5324282.580379988
Automotive,North,MS365,SME,Mail,2020,Q3,8000919.926055201,0.1681706159350279,1345519.6320115412
Automotive,North,Google Workspaces,LargeEnterprise,Website,2020,Q3,5723497.763235577,0.40144130865344724,2297648.432148368
Automotive,North,Google Workspaces,LargeEnterprise,Trade Show,2020,Q3,5784434.649838008,0.4657024244161812,2693825.2403065246
Automotive,North,Google Workspaces,LargeEnterprise,Mail,2020,Q3,5499996.979007065,0.04175412373544548,229647.55440603735
Automotive,North,Google Workspaces,MidMarket,Website,2020,Q3,5703874.38740635,0.36935436514394715,2106750.903221293
Automotive,North,Google Workspaces,MidMarket,Trade Show,2020,Q3,5754236.178938884,0.14701922761403804,845983.3585363483
Automotive,North,Google Workspaces,MidMarket,Mail,2020,Q3,5789957.616814545,0.05550278443511188,321358.7694944918
Automotive,North,Google Workspaces,SME,Website,2020,Q3,5533561.246848821,0.6685948611237706,3699710.6133567663
Automotive,North,Google Workspaces,SME,Trade Show,2020,Q3,5634600.885689435,0.5350783389991663,3014952.8828379344
Automotive,North,Google Workspaces,SME,Mail,2020,Q3,5695517.830846709,0.5399752444455567,3075438.6329554785
Automotive,North,Hyperscaler,LargeEnterprise,Website,2020,Q3,7528709.441597937,0.2092275463042226,1575213.40330297
Automotive,North,Hyperscaler,LargeEnterprise,Trade Show,2020,Q3,7693979.385116514,0.08636962592217987,664526.1213454767
Automotive,North,Hyperscaler,LargeEnterprise,Mail,2020,Q3,7533443.234389912,0.48101422559158735,3623693.3634282467
Automotive,North,Hyperscaler,MidMarket,Website,2020,Q3,7568967.907872506,0.28725603385352666,2174231.7015800816
Automotive,North,Hyperscaler,MidMarket,Trade Show,2020,Q3,7619560.223332456,0.1107270170787139,843691.1749812219
Automotive,North,Hyperscaler,MidMarket,Mail,2020,Q3,7660606.220431168,0.27718432119591585,2123399.935159424
Automotive,North,Hyperscaler,SME,Website,2020,Q3,7623234.113777463,0.029320240874057955,223515.06045529095
Automotive,North,Hyperscaler,SME,Trade Show,2020,Q3,7643754.278454312,0.483222221083741,3693631.919853041
Automotive,North,Hyperscaler,SME,Mail,2020,Q3,7552643.283919052,0.2037285732559593,1538689.2405440316
Automotive,North,OTC,LargeEnterprise,Website,2020,Q3,3993212.9481170746,0.5487155190343062,2191137.9154405724
Automotive,North,OTC,LargeEnterprise,Trade Show,2020,Q3,3965343.0999386027,0.19470506643995567,772072.3917307653
Automotive,North,OTC,LargeEnterprise,Mail,2020,Q3,4002455.1030912795,0.4221068734669137,1689463.8097575537
Automotive,North,OTC,MidMarket,Website,2020,Q3,4098828.9995094277,0.3388953387150194,1389074.0421236916
Automotive,North,OTC,MidMarket,Trade Show,2020,Q3,4149809.882854651,0.15888001645024108,659321.86245332
Automotive,North,OTC,MidMarket,Mail,2020,Q3,3995780.448091101,0.7457839050850853,2979988.7464400134
Automotive,North,OTC,SME,Website,2020,Q3,3980625.838614399,0.6110844215283476,2432498.437910474
Automotive,North,OTC,SME,Trade Show,2020,Q3,4140614.8058677055,0.4915231050933023,2035207.8463753958
Automotive,North,OTC,SME,Mail,2020,Q3,4029716.8145018388,0.751477352986474,3028240.9250469278
Automotive,West,MPLS,LargeEnterprise,Website,2020,Q3,10477764.009943284,0.45749962279048145,4793573.082236735
Automotive,West,MPLS,LargeEnterprise,Trade Show,2020,Q3,10329705.849973818,0.5708804821655711,5897027.456261573
Automotive,West,MPLS,LargeEnterprise,Mail,2020,Q3,10087774.19493099,0.0778960018505827,785797.2773566047
Automotive,West,MPLS,MidMarket,Website,2020,Q3,10064544.164882742,0.12490450267375465,1257106.8835527182
Automotive,West,MPLS,MidMarket,Trade Show,2020,Q3,10210713.480646001,0.044700111304256135,456420.02908074483
Automotive,West,MPLS,MidMarket,Mail,2020,Q3,9933205.26772599,0.1843159507956821,1830848.1733695937
Automotive,West,MPLS,SME,Website,2020,Q3,9957258.3862537,0.2971689097527116,2958987.618769056
Automotive,West,MPLS,SME,Trade Show,2020,Q3,9993577.523832818,0.194646354052176,1945213.4289518313
Automotive,West,MPLS,SME,Mail,2020,Q3,10367413.455884438,0.45603398854746374,4727892.909207625
Automotive,West,SD-WAN,LargeEnterprise,Website,2020,Q3,6888084.9646163555,0.21727460948962665,1496605.9708183873
Automotive,West,SD-WAN,LargeEnterprise,Trade Show,2020,Q3,6676017.583986484,0.15029535784706785,1003374.451778566
Automotive,West,SD-WAN,LargeEnterprise,Mail,2020,Q3,6955359.271048703,0.36877852082967655,2564987.1038163183
Automotive,West,SD-WAN,MidMarket,Website,2020,Q3,6850091.941060744,0.09261116552240767,634394.9985972875
Automotive,West,SD-WAN,MidMarket,Trade Show,2020,Q3,6886818.774205876,0.576580254136382,3970803.719022831
Automotive,West,SD-WAN,MidMarket,Mail,2020,Q3,6761785.448556961,0.05194055345663735,351210.8785530854
Automotive,West,SD-WAN,SME,Website,2020,Q3,6904065.063320597,0.6090861506257618,4205170.413087748
Automotive,West,SD-WAN,SME,Trade Show,2020,Q3,7084142.967408166,0.5928521109982553,4199849.112841376
Automotive,West,SD-WAN,SME,Mail,2020,Q3,6702511.80189157,0.11039015545264587,739891.319734004
Automotive,West,MS365,LargeEnterprise,Website,2020,Q3,7794785.004964665,0.013091712111827544,102047.08125858763
Automotive,West,MS365,LargeEnterprise,Trade Show,2020,Q3,7774994.9612554265,0.6553920590333704,5095669.956631274
Automotive,West,MS365,LargeEnterprise,Mail,2020,Q3,7777679.938245635,0.5254387140782751,4086694.1452641846
Automotive,West,MS365,MidMarket,Website,2020,Q3,7840627.782986961,0.5234065289786287,4103835.7729066066
Automotive,West,MS365,MidMarket,Trade Show,2020,Q3,8053136.436109234,0.6306914617963537,5079044.3909352105
Automotive,West,MS365,MidMarket,Mail,2020,Q3,8098959.8434559535,0.0484964051639293,392770.43797463336
Automotive,West,MS365,SME,Website,2020,Q3,7755271.320614877,0.19838947083387523,1538564.1734699141
Automotive,West,MS365,SME,Trade Show,2020,Q3,7920060.895912848,0.07471639966107026,591758.4352390385
Automotive,West,MS365,SME,Mail,2020,Q3,7965497.461694452,0.6765120576190179,5388755.077769978
Automotive,West,Google Workspaces,LargeEnterprise,Website,2020,Q3,5640773.93438478,0.33144205725763315,1869589.7173377248
Automotive,West,Google Workspaces,LargeEnterprise,Trade Show,2020,Q3,5610509.236193201,0.24050957982099,1349381.2189786101
Automotive,West,Google Workspaces,LargeEnterprise,Mail,2020,Q3,5527010.431352108,0.062379375114474445,344771.45695892634
Automotive,West,Google Workspaces,MidMarket,Website,2020,Q3,5629182.744164559,0.25552524199954546,1438398.2829623143
Automotive,West,Google Workspaces,MidMarket,Trade Show,2020,Q3,5599175.525087912,0.229667045633988,1285946.100833074
Automotive,West,Google Workspaces,MidMarket,Mail,2020,Q3,5735183.41655815,0.39411911642167236,2260345.4206501264
Automotive,West,Google Workspaces,SME,Website,2020,Q3,5724160.9928030595,0.5097702364534915,2918006.9027990685
Automotive,West,Google Workspaces,SME,Trade Show,2020,Q3,5507014.653557595,0.6370702136385796,3508355.0018527256
Automotive,West,Google Workspaces,SME,Mail,2020,Q3,5491329.066188012,0.2652742638675668,1456708.275687598
Automotive,West,Hyperscaler,LargeEnterprise,Website,2020,Q3,7838029.513140253,0.07064015015925561,553679.5817609046
Automotive,West,Hyperscaler,LargeEnterprise,Trade Show,2020,Q3,7663564.317545399,0.5880372467984312,4506461.261952095
Automotive,West,Hyperscaler,LargeEnterprise,Mail,2020,Q3,7814455.242816962,0.5652874438436533,4417413.429242635
Automotive,West,Hyperscaler,MidMarket,Website,2020,Q3,7440075.191626778,0.4493851262125726,3343459.12902023
Automotive,West,Hyperscaler,MidMarket,Trade Show,2020,Q3,7659354.081343097,0.627001208805229,4802424.267669386
Automotive,West,Hyperscaler,MidMarket,Mail,2020,Q3,7665398.705594302,0.3533801738215643,2708799.926994508
Automotive,West,Hyperscaler,SME,Website,2020,Q3,7815813.477595583,0.3640645431600799,2845460.5631452315
Automotive,West,Hyperscaler,SME,Trade Show,2020,Q3,7458549.0489711845,0.28647279516225826,2136671.3939135782
Automotive,West,Hyperscaler,SME,Mail,2020,Q3,7525421.804001787,0.022219713176149503,167212.71401446126
Automotive,West,OTC,LargeEnterprise,Website,2020,Q3,4055030.9908243315,0.07765582923274449,314896.79415694094
Automotive,West,OTC,LargeEnterprise,Trade Show,2020,Q3,4169717.1530464585,0.0322834829411624,134612.9925798476
Automotive,West,OTC,LargeEnterprise,Mail,2020,Q3,4187955.40823986,0.459743911911651,1925387.0022957486
Automotive,West,OTC,MidMarket,Website,2020,Q3,4201399.36661405,0.2621657694617298,1101463.0977643968
Automotive,West,OTC,MidMarket,Trade Show,2020,Q3,4193026.7767947474,0.34167356407459026,1432646.4030876528
Automotive,West,OTC,MidMarket,Mail,2020,Q3,3955003.6326673115,0.653976473618423,2586479.3288398213
Automotive,West,OTC,SME,Website,2020,Q3,3965432.582027666,0.18721419351589047,742385.2627859446
Automotive,West,OTC,SME,Trade Show,2020,Q3,3990376.832316373,0.2977212648928367,1188020.0379163015
Automotive,West,OTC,SME,Mail,2020,Q3,4040629.47011515,0.5699280683312747,2302868.1487451494
Automotive,South,MPLS,LargeEnterprise,Website,2020,Q3,10401868.031663299,0.14124883399228172,1469251.7308140316
Automotive,South,MPLS,LargeEnterprise,Trade Show,2020,Q3,10441031.70337622,0.059658442638675244,622895.6909644599
Automotive,South,MPLS,LargeEnterprise,Mail,2020,Q3,10000429.50978533,0.16396651469565995,1639735.5721791277
Automotive,South,MPLS,MidMarket,Website,2020,Q3,10270619.150007086,0.10974731546357147,1127172.8798620258
Automotive,South,MPLS,MidMarket,Trade Show,2020,Q3,10456454.045557149,0.6325821230720599,6614565.89994397
Automotive,South,MPLS,MidMarket,Mail,2020,Q3,10173279.898837768,0.5953750796589559,6056917.33016339
Automotive,South,MPLS,SME,Website,2020,Q3,9948436.039355805,0.5318961157789447,5291534.487408621
Automotive,South,MPLS,SME,Trade Show,2020,Q3,10169585.592928825,0.6263814415115057,6370039.683273397
Automotive,South,MPLS,SME,Mail,2020,Q3,10118386.209804296,0.6167589669194614,6240605.425651022
Automotive,South,SD-WAN,LargeEnterprise,Website,2020,Q3,6914968.128538365,0.13387949065486163,925772.4109433179
Automotive,South,SD-WAN,LargeEnterprise,Trade Show,2020,Q3,6856399.100579146,0.6513609094169877,4465990.353479049
Automotive,South,SD-WAN,LargeEnterprise,Mail,2020,Q3,6678873.914430936,0.29414612051469435,1964564.8513366506
Automotive,South,SD-WAN,MidMarket,Website,2020,Q3,7090397.872946652,0.48719278594689763,3454390.6931928364
Automotive,South,SD-WAN,MidMarket,Trade Show,2020,Q3,6900592.201650629,0.5722279378781954,3948711.6456888956
Automotive,South,SD-WAN,MidMarket,Mail,2020,Q3,6871135.002392506,0.2194336520583246,1507758.2473607727
Automotive,South,SD-WAN,SME,Website,2020,Q3,7073804.484891691,0.0635390882523484,449463.0874453911
Automotive,South,SD-WAN,SME,Trade Show,2020,Q3,6737238.636207226,0.13305031308016768,896391.7098431733
Automotive,South,SD-WAN,SME,Mail,2020,Q3,6751302.534683671,0.2639400176206667,1781938.90996686
Automotive,South,MS365,LargeEnterprise,Website,2020,Q3,8048254.174608349,0.6901194551124693,5554256.78558737
Automotive,South,MS365,LargeEnterprise,Trade Show,2020,Q3,7783619.76958263,0.5411166748470659,4211846.447990438
Automotive,South,MS365,LargeEnterprise,Mail,2020,Q3,8044004.207462145,0.011800675137796911,94924.68045933227
Automotive,South,MS365,MidMarket,Website,2020,Q3,7788795.77204703,0.3004457468888995,2340110.5630977727
Automotive,South,MS365,MidMarket,Trade Show,2020,Q3,7673524.581614458,0.3053938755002931,2343447.4107260047
Automotive,South,MS365,MidMarket,Mail,2020,Q3,7907517.849892448,0.14063275414649618,1112056.0136929546
Automotive,South,MS365,SME,Website,2020,Q3,7752597.498335587,0.07567251168678768,586658.5247957606
Automotive,South,MS365,SME,Trade Show,2020,Q3,8023991.207180153,0.23760761377022474,1906561.403651341
Automotive,South,MS365,SME,Mail,2020,Q3,7967577.390148085,0.4893434406811628,3898881.7339885035
Automotive,South,Google Workspaces,LargeEnterprise,Website,2020,Q3,5779343.225525841,0.17155963098804294,991501.9911244592
Automotive,South,Google Workspaces,LargeEnterprise,Trade Show,2020,Q3,5730846.390307109,0.3091046856990788,1771431.472265579
Automotive,South,Google Workspaces,LargeEnterprise,Mail,2020,Q3,5523147.7890825,0.37360697056438963,2063486.5134585192
Automotive,South,Google Workspaces,MidMarket,Website,2020,Q3,5736768.154654738,0.20476330119281255,1174679.5855249034
Automotive,South,Google Workspaces,MidMarket,Trade Show,2020,Q3,5682129.857902225,0.6125216316654959,3480427.4518975033
Automotive,South,Google Workspaces,MidMarket,Mail,2020,Q3,5691515.9710010905,0.7560092205494234,4302838.552981129
Automotive,South,Google Workspaces,SME,Website,2020,Q3,5747840.810625748,0.1838622217801108,1056810.781880043
Automotive,South,Google Workspaces,SME,Trade Show,2020,Q3,5658707.175165153,0.34586659488581256,1957157.7821302868
Automotive,South,Google Workspaces,SME,Mail,2020,Q3,5621520.663674348,0.18954838001154456,1065550.1350008955
Automotive,South,Hyperscaler,LargeEnterprise,Website,2020,Q3,7710912.599934249,0.24219175407136184,1867519.4480690411
Automotive,South,Hyperscaler,LargeEnterprise,Trade Show,2020,Q3,7552347.709089724,0.03054563172181728,230691.23175696513
Automotive,South,Hyperscaler,LargeEnterprise,Mail,2020,Q3,7498338.324832358,0.33501935501763036,2512088.4692893154
Automotive,South,Hyperscaler,MidMarket,Website,2020,Q3,7701524.094028196,0.36729649336588377,2828742.7933094213
Automotive,South,Hyperscaler,MidMarket,Trade Show,2020,Q3,7522333.129438438,0.03410392766393035,256541.1049103553
Automotive,South,Hyperscaler,MidMarket,Mail,2020,Q3,7450264.655893894,0.18097291187556916,1348296.0890207533
Automotive,South,Hyperscaler,SME,Website,2020,Q3,7413109.458139123,0.62416792947474,4627025.181456308
Automotive,South,Hyperscaler,SME,Trade Show,2020,Q3,7697652.977347484,0.20031596274061422,1541962.7670005166
Automotive,South,Hyperscaler,SME,Mail,2020,Q3,7582400.817449777,0.10493273828747485,795642.0805681929
Automotive,South,OTC,LargeEnterprise,Website,2020,Q3,4141369.0401332793,0.3719294123273473,1540296.953327441
Automotive,South,OTC,LargeEnterprise,Trade Show,2020,Q3,4047200.045953188,0.8367462949199647,3386479.6432512407
Automotive,South,OTC,LargeEnterprise,Mail,2020,Q3,4074873.1170112924,0.14021135308447102,571343.4733836893
Automotive,South,OTC,MidMarket,Website,2020,Q3,4055167.4893721105,0.4112095385139339,1667523.5519014134
Automotive,South,OTC,MidMarket,Trade Show,2020,Q3,4115965.9230408394,0.4957257391758579,2040390.2496220623
Automotive,South,OTC,MidMarket,Mail,2020,Q3,4042446.5241984893,0.16161131290173406,653305.0901107693
Automotive,South,OTC,SME,Website,2020,Q3,4194168.9271199945,0.4783039489944225,2006087.5605911936
Automotive,South,OTC,SME,Trade Show,2020,Q3,4187272.157965706,0.30715344688952484,1286135.0763837057
Automotive,South,OTC,SME,Mail,2020,Q3,4165269.1751819123,0.48067732443374717,2002150.4426728026
Automotive,East,MPLS,LargeEnterprise,Website,2020,Q3,10458288.240902333,0.45897207491047376,4800062.253938752
Automotive,East,MPLS,LargeEnterprise,Trade Show,2020,Q3,10164170.95912389,0.3353474411546118,3408528.7226002133
Automotive,East,MPLS,LargeEnterprise,Mail,2020,Q3,10218661.310891872,0.07912112187076506,808511.9469351476
Automotive,East,MPLS,MidMarket,Website,2020,Q3,10347043.879978558,0.6999063913072882,7241962.142733954
Automotive,East,MPLS,MidMarket,Trade Show,2020,Q3,10318362.132183636,0.2595264578146191,2677887.974614119
Automotive,East,MPLS,MidMarket,Mail,2020,Q3,10439797.20652076,0.10092020549824947,1053586.479442126
Automotive,East,MPLS,SME,Website,2020,Q3,10330962.48045472,0.03711703210683843,383454.66608158103
Automotive,East,MPLS,SME,Trade Show,2020,Q3,10506719.550264534,0.3177767285367862,3338790.9663365567
Automotive,East,MPLS,SME,Mail,2020,Q3,10101351.260486871,0.4105796952134297,4147409.7217744933
Automotive,East,SD-WAN,LargeEnterprise,Website,2020,Q3,7022558.594665485,0.014458585275349212,101536.26229210744
Automotive,East,SD-WAN,LargeEnterprise,Trade Show,2020,Q3,6965521.804218417,0.3717371836402367,2589343.4580848147
Automotive,East,SD-WAN,LargeEnterprise,Mail,2020,Q3,6962888.975328691,0.17513273050051295,1219429.7584212325
Automotive,East,SD-WAN,MidMarket,Website,2020,Q3,6808859.737915078,0.3601987771246776,2452542.9512104644
Automotive,East,SD-WAN,MidMarket,Trade Show,2020,Q3,7002587.74245895,0.11810047025125842,827008.9053601
Automotive,East,SD-WAN,MidMarket,Mail,2020,Q3,7050949.241528429,0.4646675146739311,3276347.0601530545
Automotive,East,SD-WAN,SME,Website,2020,Q3,6763653.016843227,0.2517251819646438,1702581.7864105732
Automotive,East,SD-WAN,SME,Trade Show,2020,Q3,6935125.598281168,0.5223833752824331,3622794.3180377195
Automotive,East,SD-WAN,SME,Mail,2020,Q3,6836795.715860403,0.09630075819010246,658388.6110282012
Automotive,East,MS365,LargeEnterprise,Website,2020,Q3,8136049.147561694,0.2672638067695847,2174471.467241773
Automotive,East,MS365,LargeEnterprise,Trade Show,2020,Q3,7889051.935990707,0.06638182900249426,523689.6966067314
Automotive,East,MS365,LargeEnterprise,Mail,2020,Q3,7767896.521954204,0.5031056498267061,3908072.62746438
Automotive,East,MS365,MidMarket,Website,2020,Q3,7842151.830374576,0.5583130401366262,4378375.629629437
Automotive,East,MS365,MidMarket,Trade Show,2020,Q3,7973689.87123671,0.2210300530470324,1762425.095220035
Automotive,East,MS365,MidMarket,Mail,2020,Q3,7694273.148100432,0.49128271765244985,3780063.422559051
Automotive,East,MS365,SME,Website,2020,Q3,7949394.010460481,0.609237703015757,4843070.54730016
Automotive,East,MS365,SME,Trade Show,2020,Q3,8107842.224408204,0.3571079010407733,2895374.5187281677
Automotive,East,MS365,SME,Mail,2020,Q3,8068734.953973198,0.3824113244464158,3085575.6203559805
Automotive,East,Google Workspaces,LargeEnterprise,Website,2020,Q3,5484139.602009167,0.12995998798468375,712718.7167834396
Automotive,East,Google Workspaces,LargeEnterprise,Trade Show,2020,Q3,5803412.3180920025,0.07488356488346497,434580.20286734233
Automotive,East,Google Workspaces,LargeEnterprise,Mail,2020,Q3,5701785.245406233,0.7385832011269752,4211242.798690692
Automotive,East,Google Workspaces,MidMarket,Website,2020,Q3,5516768.955427807,0.6505382499045418,3588869.221391713
Automotive,East,Google Workspaces,MidMarket,Trade Show,2020,Q3,5465081.717275474,0.5152810947152509,2816053.2899860092
Automotive,East,Google Workspaces,MidMarket,Mail,2020,Q3,5519873.613765654,0.262568636855032,1449345.6903785074
Automotive,East,Google Workspaces,SME,Website,2020,Q3,5749880.172542698,0.19836627242632446,1140582.2967253262
Automotive,East,Google Workspaces,SME,Trade Show,2020,Q3,5468262.743042583,0.5966144198616679,3262444.404091523
Automotive,East,Google Workspaces,SME,Mail,2020,Q3,5541210.279727831,0.48414309940057165,2682738.7192577403
Automotive,East,Hyperscaler,LargeEnterprise,Website,2020,Q3,7767405.333623882,0.617669761321739,4797691.398508666
Automotive,East,Hyperscaler,LargeEnterprise,Trade Show,2020,Q3,7687255.230696789,0.44141528727214036,3393271.9759922866
Automotive,East,Hyperscaler,LargeEnterprise,Mail,2020,Q3,7779311.204876434,0.3362774087443292,2616006.613791573
Automotive,East,Hyperscaler,MidMarket,Website,2020,Q3,7762182.742881626,0.061700904648017245,478933.69727902417
Automotive,East,Hyperscaler,MidMarket,Trade Show,2020,Q3,7436540.557422686,0.10490769369514903,780150.318949652
Automotive,East,Hyperscaler,MidMarket,Mail,2020,Q3,7830705.9961915,0.611129952807445,4785578.985901488
Automotive,East,Hyperscaler,SME,Website,2020,Q3,7519141.764174272,0.43339349354009415,3258747.117598715
Automotive,East,Hyperscaler,SME,Trade Show,2020,Q3,7671937.272666771,0.01043006911412957,80018.83599318114
Automotive,East,Hyperscaler,SME,Mail,2020,Q3,7714492.829123176,0.061891283597005596,477459.8634943285
Automotive,East,OTC,LargeEnterprise,Website,2020,Q3,3995625.7897451646,0.4693387389321383,1875301.9694037247
Automotive,East,OTC,LargeEnterprise,Trade Show,2020,Q3,4197281.039873207,0.009810969342013306,41179.39560200976
Automotive,East,OTC,LargeEnterprise,Mail,2020,Q3,4075410.5896111764,0.12903548131436535,525872.5669841396
Automotive,East,OTC,MidMarket,Website,2020,Q3,3967913.1505198865,0.4067699339398035,1614027.7701158517
Automotive,East,OTC,MidMarket,Trade Show,2020,Q3,4187550.583532848,0.5558118842032456,2327490.380029793
Automotive,East,OTC,MidMarket,Mail,2020,Q3,4099908.735373986,0.49064968899082945,2011618.9459020311
Automotive,East,OTC,SME,Website,2020,Q3,4128105.744763158,0.15353927551034066,633826.3652810105
Automotive,East,OTC,SME,Trade Show,2020,Q3,4084654.294043416,0.5305706081356354,2167197.5128144496
Automotive,East,OTC,SME,Mail,2020,Q3,4161950.72835599,0.14934672663711743,621573.7177049338
Automotive,International,MPLS,LargeEnterprise,Website,2020,Q3,9904483.23243949,0.20589485218275977,2039282.1110897514
Automotive,International,MPLS,LargeEnterprise,Trade Show,2020,Q3,10051332.510740606,0.5848216782612019,5878237.147692702
Automotive,International,MPLS,LargeEnterprise,Mail,2020,Q3,10176973.290000817,0.43516578923089394,4428670.613724933
Automotive,International,MPLS,MidMarket,Website,2020,Q3,9931619.04144767,0.666846905834841,6622869.427719767
Automotive,International,MPLS,MidMarket,Trade Show,2020,Q3,10324455.179260474,0.523563524078524,5405508.137844383
Automotive,International,MPLS,MidMarket,Mail,2020,Q3,10129540.449590093,0.4603266016265546,4662896.931198529
Automotive,International,MPLS,SME,Website,2020,Q3,10054010.266244985,0.08497929268564322,854382.6810796943
Automotive,International,MPLS,SME,Trade Show,2020,Q3,9885909.211331682,0.24743010873034235,2446071.5910580913
Automotive,International,MPLS,SME,Mail,2020,Q3,10333146.873806791,0.1701569080791767,1758256.3227749742
Automotive,International,SD-WAN,LargeEnterprise,Website,2020,Q3,7022900.558005286,0.17925754133904148,1258907.8870966102
Automotive,International,SD-WAN,LargeEnterprise,Trade Show,2020,Q3,6838020.070195828,0.6238040665925647,4265584.727229732
Automotive,International,SD-WAN,LargeEnterprise,Mail,2020,Q3,6909305.015238733,0.28675085355087393,1981249.1105630407
Automotive,International,SD-WAN,MidMarket,Website,2020,Q3,6767503.492074947,0.6723415688679713,4550073.915181144
Automotive,International,SD-WAN,MidMarket,Trade Show,2020,Q3,6933735.444631889,0.4743626441481001,3289105.0793389855
Automotive,International,SD-WAN,MidMarket,Mail,2020,Q3,6676679.263710609,0.5116957359101982,3416428.3092807606
Automotive,International,SD-WAN,SME,Website,2020,Q3,6877460.969769327,0.2908067993749255,2000012.4124445892
Automotive,International,SD-WAN,SME,Trade Show,2020,Q3,6943008.710239357,0.3841430386514631,2667108.463334922
Automotive,International,SD-WAN,SME,Mail,2020,Q3,7058456.121951627,0.28103352768914625,1983662.8239911164
Automotive,International,MS365,LargeEnterprise,Website,2020,Q3,7841899.468354701,0.1659146442955094,1301085.9608932144
Automotive,International,MS365,LargeEnterprise,Trade Show,2020,Q3,8027542.941956303,0.4587708646700196,3682802.8166570063
Automotive,International,MS365,LargeEnterprise,Mail,2020,Q3,7946533.392430354,0.16390906671560676,1302508.8719776638
Automotive,International,MS365,MidMarket,Website,2020,Q3,8105804.86255323,0.018168532910662925,147270.58241270992
Automotive,International,MS365,MidMarket,Trade Show,2020,Q3,7850141.421376509,0.47571279651834375,3734412.728627505
Automotive,International,MS365,MidMarket,Mail,2020,Q3,7811798.110077051,0.13557320582984045,1059070.5130786346
Automotive,International,MS365,SME,Website,2020,Q3,8086522.481599928,0.593540670648077,4799679.976939573
Automotive,International,MS365,SME,Trade Show,2020,Q3,7681290.116898426,0.5161281886697201,3964530.354681407
Automotive,International,MS365,SME,Mail,2020,Q3,7723434.109401389,0.5987058460134583,4624065.15259836
Automotive,International,Google Workspaces,LargeEnterprise,Website,2020,Q3,5489220.179695221,0.23393716937000922,1284132.6308866332
Automotive,International,Google Workspaces,LargeEnterprise,Trade Show,2020,Q3,5751581.885009523,0.01919034819866698,110374.85906647814
Automotive,International,Google Workspaces,LargeEnterprise,Mail,2020,Q3,5464457.92182549,0.668349716802518,3652168.904531342
Automotive,International,Google Workspaces,MidMarket,Website,2020,Q3,5757978.676667982,0.27733436981792087,1596885.3877187406
Automotive,International,Google Workspaces,MidMarket,Trade Show,2020,Q3,5616438.423241864,0.570207814627666,3202537.0793075976
Automotive,International,Google Workspaces,MidMarket,Mail,2020,Q3,5462187.788889671,0.8167025327100589,4460982.60132415
